ORIGIN_AIRPORT,DESTINATION_AIRPORT,DISTANCE,FLY_DATE,LATITUDE,LONGITUDE
BTM,SLC,358,1/09/2007,45.9548,-112.49746
LGA,PBI,1035,1/09/2007,40.77724,-73.87261
CVG,RSW,879,1/09/2007,39.04614,-84.66217
DFW,ATL,731,1/07/2007,32.89595,-97.0372
STL,SFO,1735,1/11/2008,38.74769,-90.35999
BOS,DEN,1754,1/11/2008,42.36435,-71.00518
FLL,DEN,1703,1/02/2008,26.07258,-80.15275
ORD,IAH,925,1/02/2008,41.9796,-87.90446
FLL,ORD,1182,1/08/2008,26.07258,-80.15275
CMH,ORD,296,1/04/2008,39.99799,-82.89188
MIA,DEN,1709,1/04/2008,25.79325,-80.29056
LAX,CLT,2125,1/11/2008,33.94254,-118.40807
TPA,MIA,204,1/09/2008,27.97547,-82.53325
MEM,CLT,511,1/05/2008,35.04242,-89.97667
PHL,MIA,1013,1/05/2008,39.87195,-75.24114
CLE,MCO,895,1/10/2008,41.41089,-81.8494
ATL,MDW,591,1/02/2008,33.64044,-84.42694
ELP,AUS,528,1/01/2008,31.80667,-106.37781
EWR,MDW,711,1/09/2008,40.6925,-74.16866
ISP,MCO,971,1/08/2008,40.79524,-73.10021
MCI,BWI,967,1/01/2008,39.29761,-94.71391
MCI,MSY,689,1/12/2008,39.29761,-94.71391
MCO,BNA,616,1/12/2008,28.42889,-81.31603
SEA,SAN,1050,1/03/2008,47.44898,-122.30931
SJC,LAS,386,1/03/2008,37.36186,-121.92901
SLC,PHX,507,1/06/2008,40.78839,-111.97777
HOU,PHX,1020,1/03/2008,29.64542,-95.27889
LAX,IAD,2288,1/12/2008,33.94254,-118.40807
MCO,DFW,985,1/07/2008,28.42889,-81.31603
LAS,LAX,236,1/06/2008,36.08036,-115.15233
DFW,BDL,1471,1/10/2008,32.89595,-97.0372
PBI,DFW,1102,1/10/2008,26.68316,-80.09559
SLC,DFW,989,1/08/2008,40.78839,-111.97777
SEA,KTN,680,1/08/2008,47.44898,-122.30931
JNU,ANC,571,1/11/2008,58.35496,-134.57628
SEA,DEN,1024,1/10/2008,47.44898,-122.30931
TPA,DCA,814,1/02/2008,27.97547,-82.53325
BOS,MCO,1121,1/12/2008,42.36435,-71.00518
MSP,PDX,1426,1/10/2008,44.88055,-93.21692
LAX,SLC,590,1/10/2008,33.94254,-118.40807
RSW,DFW,1017,1/12/2008,26.53617,-81.75517
DTW,FLL,1127,1/06/2008,42.21206,-83.34884
SHV,DFW,190,1/02/2008,32.44663,-93.8256
IAH,IND,844,1/03/2008,29.98047,-95.33972
DFW,LIT,304,1/05/2008,32.89595,-97.0372
LAX,SMF,373,1/02/2008,33.94254,-118.40807
OGG,HNL,100,1/04/2008,20.89865,-156.43046
FLL,EWR,1065,1/01/2008,26.07258,-80.15275
BOS,PBI,1197,1/01/2008,42.36435,-71.00518
CLE,IAH,1091,1/03/2008,41.41089,-81.8494
ORD,EWR,719,1/03/2008,41.9796,-87.90446
DEN,PDX,991,1/07/2008,39.85841,-104.667
BDL,RSW,1180,1/08/2008,41.93887,-72.68323
IND,BWI,516,1/05/2008,39.71733,-86.29438
LAS,DAL,1067,1/11/2008,36.08036,-115.15233
LAS,SAT,1069,1/06/2008,36.08036,-115.15233
LAX,DAL,1246,1/12/2008,33.94254,-118.40807
MCO,DAL,973,1/07/2008,28.42889,-81.31603
MCO,STL,882,1/03/2008,28.42889,-81.31603
PHX,HOU,1020,1/05/2008,33.43417,-112.00806
SMF,PHX,647,1/11/2008,38.69542,-121.59077
TPA,ATL,406,1/04/2008,27.97547,-82.53325
TUL,DAL,237,1/02/2008,36.19837,-95.88824
LAX,PHX,370,1/09/2008,33.94254,-118.40807
MCI,DFW,460,1/06/2008,39.29761,-94.71391
DFW,SJC,1438,1/10/2008,32.89595,-97.0372
DEN,DFW,641,1/08/2008,39.85841,-104.667
RDU,ORD,646,1/01/2008,35.87764,-78.78747
AUS,DFW,190,1/09/2008,30.19453,-97.66987
DFW,ORD,802,1/06/2008,32.89595,-97.0372
JFK,RDU,427,1/07/2008,40.63975,-73.77893
SJU,FLL,1046,1/12/2008,18.43942,-66.00183
JFK,IAD,228,1/12/2008,40.63975,-73.77893
RSW,MSP,1416,1/10/2008,26.53617,-81.75517
SFO,ATL,2139,1/04/2008,37.619,-122.37484
MCO,MSP,1310,1/08/2008,28.42889,-81.31603
BWI,ATL,577,1/05/2008,39.1754,-76.6682
JFK,SRQ,1041,1/04/2008,40.63975,-73.77893
DEN,SEA,1024,1/08/2008,39.85841,-104.667
TTN,CVG,532,1/06/2008,40.27669,-74.81347
DFW,TUL,237,1/07/2008,32.89595,-97.0372
DFW,GRK,134,1/03/2008,32.89595,-97.0372
DFW,PNS,604,1/01/2008,32.89595,-97.0372
XNA,ORD,522,1/07/2008,36.28187,-94.30681
MEM,ORD,491,1/09/2008,35.04242,-89.97667
OKC,ORD,693,1/10/2008,35.39309,-97.60073
MRY,LAX,266,1/11/2008,36.58698,-121.84295
FLL,ATL,581,1/11/2008,26.07258,-80.15275
OKC,SFO,1384,1/12/2008,35.39309,-97.60073
SJU,IAH,2007,1/11/2008,18.43942,-66.00183
SLC,IAH,1195,1/06/2008,40.78839,-111.97777
LAX,SAN,109,1/06/2008,33.94254,-118.40807
IAD,ORD,589,1/12/2008,38.94453,-77.45581
MIA,PHL,1013,1/07/2008,25.79325,-80.29056
MCI,ORD,403,1/04/2008,39.29761,-94.71391
BOI,IAH,1482,1/09/2008,43.56444,-116.22278
IAH,MIA,964,1/11/2008,29.98047,-95.33972
FLL,IAH,965,1/10/2008,26.07258,-80.15275
AUS,DEN,775,1/02/2008,30.19453,-97.66987
ORD,BTV,763,1/05/2008,41.9796,-87.90446
ORD,DSM,299,1/08/2008,41.9796,-87.90446
PHL,IAH,1325,1/05/2008,39.87195,-75.24114
SFO,IAD,2419,1/11/2008,37.619,-122.37484
BNA,CLT,328,1/11/2008,36.12448,-86.67818
STL,CLT,575,1/04/2008,38.74769,-90.35999
AUS,PHL,1430,1/05/2008,30.19453,-97.66987
ATL,PHX,1587,1/01/2008,33.64044,-84.42694
SAN,IAD,2253,1/10/2008,32.73356,-117.18966
LGA,DEN,1620,1/02/2008,40.77724,-73.87261
CLT,BWI,361,1/12/2008,35.21401,-80.94313
DAL,ATL,721,1/09/2008,32.84711,-96.85177
DAL,FLL,1108,1/11/2008,32.84711,-96.85177
DAL,LAS,1067,1/07/2008,32.84711,-96.85177
DAL,PHX,879,1/08/2008,32.84711,-96.85177
MDW,DEN,895,1/03/2008,41.78598,-87.75242
MSY,LAS,1500,1/06/2008,29.99339,-90.25803
PIT,LAS,1910,1/08/2008,40.49147,-80.23287
SLC,DEN,391,1/07/2008,40.78839,-111.97777
STL,MDW,251,1/12/2008,38.74769,-90.35999
PBI,ATL,545,1/08/2008,26.68316,-80.09559
MIA,EWR,1085,1/07/2008,25.79325,-80.29056
CLE,PHX,1737,1/06/2008,41.41089,-81.8494
DFW,IND,761,1/01/2008,32.89595,-97.0372
DFW,SEA,1660,1/01/2008,32.89595,-97.0372
TPA,ORD,1012,1/12/2008,27.97547,-82.53325
DFW,DTW,986,1/03/2008,32.89595,-97.0372
FLL,DFW,1119,1/03/2008,26.07258,-80.15275
SEA,SNA,978,1/03/2008,47.44898,-122.30931
MCO,SJU,1189,1/07/2008,28.42889,-81.31603
JFK,CHS,636,1/03/2008,40.63975,-73.77893
SAT,ATL,874,1/01/2008,29.53369,-98.46978
JAX,ATL,270,1/04/2008,30.49406,-81.68786
EWR,ATL,746,1/03/2008,40.6925,-74.16866
SEA,ATL,2182,1/03/2008,47.44898,-122.30931
ATL,LGA,762,1/02/2008,33.64044,-84.42694
SAV,ATL,214,1/06/2008,32.12758,-81.20214
BNA,ATL,214,1/02/2008,36.12448,-86.67818
MIA,ATL,594,1/01/2008,25.79325,-80.29056
TPA,JFK,1005,1/05/2008,27.97547,-82.53325
FLL,ATL,581,1/05/2008,26.07258,-80.15275
SLC,DTW,1481,1/05/2008,40.78839,-111.97777
EWR,DAY,533,1/09/2008,40.6925,-74.16866
OKC,DTW,900,1/02/2008,35.39309,-97.60073
SCE,ORD,528,1/04/2008,40.85121,-77.8463
ELM,ORD,566,1/12/2008,42.15991,-76.89144
SYR,ORD,607,1/06/2008,43.11119,-76.10631
DEN,DCA,1476,1/06/2008,39.85841,-104.667
GRB,ORD,173,1/06/2008,44.48507,-88.12959
BTR,DFW,383,1/07/2008,30.53316,-91.14963
DCA,ORD,612,1/04/2008,38.85208,-77.03772
MKE,IAH,984,1/04/2008,42.94722,-87.89658
ASE,IAH,913,1/04/2008,39.22316,-106.86885
COS,ORD,911,1/07/2008,38.80581,-104.70025
PBI,EWR,1023,1/05/2008,26.68316,-80.09559
CLT,IAH,912,1/09/2008,35.21401,-80.94313
RKS,SLC,162,1/04/2008,41.59422,-109.06519
MCO,IAH,854,1/08/2008,28.42889,-81.31603
SJU,STT,68,1/05/2008,18.43942,-66.00183
PIH,SLC,150,1/02/2008,42.91131,-112.59586
IAH,AUS,140,1/02/2008,29.98047,-95.33972
LAX,LAS,236,1/01/2008,33.94254,-118.40807
BUF,PHX,1912,1/09/2008,42.94052,-78.73217
DAL,TUL,237,1/10/2008,32.84711,-96.85177
HOU,ATL,696,1/11/2008,29.64542,-95.27889
MKE,PHX,1460,1/10/2008,42.94722,-87.89658
STL,MCO,882,1/11/2008,38.74769,-90.35999
PHL,DEN,1558,1/11/2008,39.87195,-75.24114
MIA,IAH,964,1/09/2008,25.79325,-80.29056
CLE,TPA,927,1/12/2008,41.41089,-81.8494
RSW,ORD,1120,1/09/2008,26.53617,-81.75517
BOS,ORD,867,1/11/2008,42.36435,-71.00518
SMF,DFW,1431,1/11/2008,38.69542,-121.59077
DFW,LGA,1389,1/12/2008,32.89595,-97.0372
ICT,DFW,328,1/02/2008,37.64996,-97.43305
BOS,MIA,1258,1/10/2008,42.36435,-71.00518
DFW,DCA,1192,1/11/2008,32.89595,-97.0372
PDX,BOS,2537,1/09/2008,45.58872,-122.5975
SEA,LAX,954,1/10/2008,47.44898,-122.30931
SEA,BUR,937,1/05/2008,47.44898,-122.30931
SLC,SFO,599,1/08/2008,40.78839,-111.97777
MEM,ATL,332,1/08/2008,35.04242,-89.97667
DFW,OKC,175,1/08/2008,32.89595,-97.0372
MOB,IAH,427,1/10/2008,30.69142,-88.24283
RIC,ORD,642,1/06/2008,37.50517,-77.31967
SJC,OGG,2355,1/07/2008,37.36186,-121.92901
CMH,ORD,296,1/08/2008,39.99799,-82.89188
MSP,MCO,1310,1/12/2008,44.88055,-93.21692
DFW,LGA,1389,1/10/2008,32.89595,-97.0372
SUN,SLC,222,1/11/2008,43.50484,-114.29659
LWS,SLC,461,1/09/2008,46.3745,-117.01539
IDA,SLC,188,1/08/2008,43.51456,-112.07017
LAS,LAX,236,1/05/2008,36.08036,-115.15233
PSP,PHX,261,1/07/2008,33.82922,-116.50625
EWR,MCO,937,1/06/2008,40.6925,-74.16866
EWR,RDU,416,1/02/2008,40.6925,-74.16866
